,name,line
5658,Shino,It's Heath!
5659,Cain,This thing!?
5660,Shino,"He smells the same, and his eyes are the same color, too! I thought he transformed with magic, but that's not it!"
5661,Cain,What do you mean!?
5662,Shino,He attacks us!
5663,Cain,Seriously!?
5664,Narrator,(Growling)
5665,Cain,......Ugh......! He leapt onto me!
5666,Shino,Hold him down! I'll put him to sleep right now! << Matztzāh Sudi...... >>!
5667,Narrator,(Growling)
5668,Shino,......I told you to hold him down!
5669,Cain,"He was about to bite me! I can't just punch him, right!?"
5670,Shino,Why did this happen!? Is it because of the living dead!? Did he eat something weird!?
5671,Cain,No! Look at the back of his hip. His crest is darker than usual. This is probably......
5672,Shino,......! His bizarre injury from the < Great Catastrophe >......
5673,Narrator,(Growling)
5674,Shino,......Got it. I'll get through to him with words. We've been together for a long time. I won't let some < Great Catastrophe > get between us out of nowhere.
5675,Cain,"The < Great Catastrophe > existed way before you two were born, you know!"
5676,Shino,"Heath, listen closely. I wished for you to become arrogant. But not like this. You understand, right?"
5677,Narrator,(Growling)
5678,Shino,......Look at that. You know how to yell real loud.
5679,Cain,......! Where's Nicholas!? Nicholas is gone!
5680,Shino,"Heath, please come back to your senses. I don't want to hurt you. Please, I'm begging you."
5681,Narrator,(Growling)
5682,Shino,Heath......!
5683,Living dead,Roar...... Guh...... Grrr......
5684,Lennox,"<< Forsettao Meiuvat >> Go, little sheep. Graze away at them like grass."
5685,Lennox's sheep,Baaa! Baa baa!
5686,Lennox,"Are you all right, Sir Faust?"
5687,Faust,Of course. But I never thought we'd run into this kind of uproar on our way back from Eastern Country......
5688,Lennox,It might be better to meet with Prince Arthur before we return to the magic headquarters.
5689,Faust,"Arthur, huh."
5690,Lennox,Would you rather not? He does look like Sir Ale-mghgh.
5691,Faust,Shut up.
5692,Lennox's sheep,Baa baa! Baa baa!
5693,Lennox,They came back.
5694,Faust,They're cute......
5695,Lennox,Did you just say something?
5696,Faust,No. ......Lennox. Look upwards.
5697,Lennox,Up......? ............! That's......!?
5698,Murr,The moon......
5699,Rustica,What's this? The moon is being covered......
5700,Chloe,That's not a cloud.........
5701,Shylock,Is that tremendous bird the Umbra Volans......?
5702,Cock Robin,Th...... That thing is going to cover the whole castle......
5703,Arthur,...........! So that is the shadowy bird that destroyed the Central tower......
5704,Akira,I didn't realize it was this big......
5705,Snow in the portrait,Here it comes.
5706,White in the portrait,"Well then, Arthur. We will be heading off."
5707,Arthur,"Sir Snow, Sir White......"
5708,Snow in the portrait,No need to worry. We will protect this castle with our barrier.
5709,White in the portrait,"We're leaving the rest to you, Oz."
5710,Oz,............
5711,Narrator,"The twins step out of the portrait at the same time. And they fly upwards without using brooms. Like a large pair of wings protecting the castle, they float into the night sky and close their eyes. They clutch their dolls - which appeared from nowhere - to their chests, and murmur at the same time."
5712,Snow & White,Here we go-.... << Noscomnia >>
5713,Narrator,"A gentle light radiates from the two of them. The light spreads outwards and falls around them, encompassing the castle like a snowdome. The sight is so mystically beautiful that, for a moment, all my fear and anxiety falls away. The people who have gathered to take refuge in the castle breathe sighs of admiration."
5714,Central Country child,......It's so pretty......
5715,Central Country man,Don't worry...... The wizards will protect us all.
5716,Central Country man,Just as they protected us from the < Great Catastrophe >......
5717,Narrator,"After gazing up at the twins, a quiet determination settles across Arthur's face. He turns around and says to me-...."
5718,Arthur,Sir Sage. I will go out as well. I will divert the bird's attention to keep Sir Snow and Sir White's barrier from being destroyed.
5719,Akira,Arthur......
5720,Arthur,"Please do not worry about me. I am Sir Oz's pupil, after all."
5721,Narrator,Arthur smiles and looks up at Oz.
5722,Arthur,"Isn't that right, Sir Oz?"
5723,Oz,............
5724,Narrator,"Oz gazes at Arthur without uttering a word. Oz's silence frustrates me. I wish he would just say something to Arthur. But after spending some time with him, I've come to understand him bit by bit. Oz treasures words. Because he's a wizard who treasures promises. Wizards do not make promises. For if they break their promises, they lose their power. That means...... They are very sincere and honest. How many promises have I made that I knew I would break - because I was carried away by the situation, and wanted to take the easy way out to make someone happy? Every time I broke a promise, I hurt someone, and I hurt myself. The wizards in this world don't do that. They don't sell their words short or throw them around lightly."
5725,Oz,Be careful.
5726,Arthur,Yes. Please take care of Sir Sage.
5727,Narrator,"Arthur stands on the balcony, taking out his broom. The people look up at his figure and break out in cheers. Their voices are by turns straightforward, by turns selfish - yet Arthur smiles through it all."
5728,Arthur,I will be going now.
5729,Narrator,Arthur soars into the sky. Towards the terrifying bird.
5730,Central Country man,It's Prince Arthur!
5731,Central Country man,Prince Arthur will save us!
5732,Central Country woman,"Be careful, Prince Arthur!"
5733,Central Country man,Do your best......!
5734,Oz,............
5735,Narrator,Oz watches Arthur's back flying into the distance as if it's a blinding sight.
5736,Cain,There's a barrier around the castle......! It must be Sir Snow and Sir White!
5737,Shino,.....Now we just need Heath to get back to normal....!
5738,Living dead,Guh...... Grrr....... Gggh.... Grr.......
5739,Cain,The dead keep coming...... Looks like they headed this way after being repelled by the barrier.
5740,Shino,"We sure are popular tonight. Heath! It's me, Shino! Please return to your real self......!"
5741,Narrator,(Heath growling)
5742,Shino,............!
5743,Cain,"Are you all right, Shino!?"
5744,Shino,......He just gave me a little scratch.
5745,Cain,You're bleeding horribly. You've done enough; you should run awa......
5746,Living dead,Roar...... Guh......
5747,Cain,......They're so persistent!
5748,Owen,<< Cure Memini >>
5749,Cain,............!
5750,Living dead,......Aaa......
5751,Shino,The dead turned to dust in an instant......
5752,Cain,Owen......
5753,Owen,Hey. Is that beast Heathcliff?
5754,Shino,.......He's not a beast.
5755,Owen,He is a beast. Did you know I get along with beasts? I can make them serve me as I please.
5756,Cain,You! Don't you dare lay a finger on Heath! I won't forgi-....
5757,Owen,What can you do?
5758,Cain,...........
5759,Owen,You're powerless. I'll ask again: what can you do? Stand back. You're in the way.
5760,Shino,......Don't get near him! << Matztzāh Sudipas >>!
5761,Owen,<< Cuare Morito >>
5762,Shino,......! My legs...... I can't move!
5763,Cain,"I can't move my legs either...... Stop it, Owen! I'm begging you, please stop......!"
5764,Shino,"Heath! Heath, run......!"
5765,Owen,"Haha...... Come here, Heathcliff."
5766,Shino,......Heath calmed down......
5767,Cain,......Is he speaking to him......?
5768,Owen,"There, there...... Good boy. You're so cute, rubbing your cheek against my hand. Aren't you getting sleepy? That's right...... Playtime is over."
5769,Heathcliff,............ ......Nn......
5770,Cain,He's back to normal......!
5771,Shino,Heath! ...... I can move my legs......
5772,Owen,I've returned the favor. Don't you dare tell anyone about what happened to me before.
5773,Faust,Someone's headed towards the bird...... It's Arthur......
5774,Lennox,Sir Faust! There's a man with what looks like wings over there!
5775,Nicholas,Guh...... Grrr......
5776,Lennox,It's Nicholas from the Magical Technology Corps. Does he intend to fuse with the bird......?
5777,Faust,Hmph. << Satillquinart Mullcreed >>
5778,Nicholas,......Roar......! Gaahhh......!
5779,Lennox,He's coming this way.
5780,Faust,Is that so? How troublesome. I had absolutely no intention of helping Alec's descendant.
5781,Lennox,"You're a terrible liar, as always."
5782,Faust,Whatever. He's coming; get ready.
5783,Lennox,Yes.
5784,Nicholas,Roar......!
5785,Lennox,<< Forsettao Meiuvat >>
5786,Nicholas,Guh......! Roar......!
5787,Lennox,......! He broke through the spell!
5788,Faust,Leno!
5789,Nicholas,Roar......!
5790,Lennox,......Take this......!
5791,Narrator,(Thump)
5792,Nicholas,......Guh......!
5793,Lennox,............Hmph.
5794,Faust,......You're a wizard. Why did you default to close combat? Use magic.
5795,Lennox,I'm sorry...... I just punched him reflexively......
5796,Nicholas,Roar......!
5797,Faust,That's enough. I'll put an end to you. It's time for you to fall into a deep slumber. << Satillquinart Mullcreed >>
5798,Nicholas,Roar......!
5799,Faust,............ He turned to dust...... So he didn't become stone.
5800,Figaro,"Nicely done. Faust, Lennox."
5801,Lennox,Dr. Figaro.
5802,Faust,Stop spectating and help us out.
5803,Figaro,"You didn't need my help. By the way, have you seen Rutile and the others?"
5804,Mithra,............
5805,Rutile,Mister Mithra......!
5806,Mithra,Impossible...... How could I be overwhelmed by any wizard aside from Oz......? Who are you? I should have at least heard of you if your magic is this powerful. Nobody knows of a wizard named Nova.
5807,Nova,"I have no business with you. Rutile of the South, hand over that child."
5808,Rutile,I-I refuse......!
5809,Skinny Central Country child,......Uu......
5810,Mithra,Are you absolutely sure about this? Can't we just hand him over......?
5811,Rutile,"M-Mister Mithra, you can run away! I'll protect this child myself!"
5812,Nova,"Well then, I'll take him by force."
5813,Mithra,"......I won't let you. I can't have him turning to stone, you see."
5814,Bradley,Mithra!
5815,Nero,"Rutile, are you okay!?"
5816,Mithra,"......! Bradley, Nero. Good timing......"
5817,Bradley,<< Adnopotensum >>!
5818,Mithra,Guh......
5819,Rutile,M-Mister Mithra......!
5820,Bradley,"Hah......! I got him! Mithra's a difficult opponent, but the three of us can probably handle him together."
5821,Nero,"Yeah. I don't know who you are, but you put up a good fight. Good job."
5822,Nova,............
5823,Rutile,N-No! Mister Mithra saved me! That wizard is the one who ruined the whole capital!
5824,Bradley,What!?
5825,Nero,This guy!?
5826,Mithra,"......Cough...... Bradley, Nero...... You really did it this time......"
5827,Bradley & Nero,"Sorry, sorry!"
5828,Nova,Stop this charade. This is the end.
5829,Rutile,......!
5830,Mithra,<< Arthim >> Rutile. Escape through this door.
5831,Rutile,But......
5832,Mithra,"Come on, hurry. Please, don't die."
5833,Rutile,......All right.....!
5834,Mitile,"I wonder if Mister Bradley and Mister Nero are okay. They said not to follow them, but......"
5835,Riquet,......I hope nothing scary happens......
5836,Lennox,"Mitile, Riquet."
5837,Mitile,Mister Lennox......!
5838,Figaro,Are you two all right?
5839,Faust,"Two children, alone in a place like this......?"
5840,Riquet,"Figaro, Faust...... Bradley and Nero flew towards the sky over there to save Rutile!"
5841,Figaro,To save Rutile? From whom?
5842,Mitile,Mister Mithra!
