name,line
Owen,"About yourself. What people think of you. What will make people laugh at you. What will make people loathe you. What will make people praise you. Did the parade make you feel good? Did the party make you happy? Those are mere tricks made to fool children. The wizards and the people you met in this world - they don't actually care about you at all. If you act like a sage, they're willing to speak to you, but the moment you forget your duty, they will shower you with criticism. Because nobody has business with you unless you're the Sage - and you must feel the same way too."
Akira,...What are you saying...?
Owen,"When you think about yourself, don't you get extremely.... Anxious? Don't you feel so lonely?"
Akira,.......
Narrator,"I take a step back, suddenly terrified. Owen steps closer, still smiling."
Owen,Why are you running away? I'm talking about you. Do you hate yourself so much that you want to run away? Is your true self someone you'd rather avert your eyes from?
Narrator,"The glow of the red and purple sunset blurs in the light. Owen laughs, narrowing his eyes of different colors. As I stagger, he offers me a hand."
Owen,"Hey.... Let's talk about you. Come on, don't run away. Pity me; don't abandon me. Please guide me, Sir Sage."
Oz,-Owen.
Owen,..........
Narrator,That's when I realize that Oz has appeared on the balcony with us. Owen purses his lips as if he's lost interest.
Owen,What is it? Can't you see we're busy talking?
Oz,Stay away from the Sage.
Oz,Stay away from the Sage.
Owen,Oh? But you were the one who brought me here?
Narrator,"Oz replies, unmoved by Owen's sneering."
Oz,I did.
Owen,......Hmph.
Narrator,"Owen glares sulkily at Oz. And then he slides away from me. As his form begins to vanish like smoke, he flashes a wicked smile at Oz."
Owen,"No use pretending you're a good boy, Oz. I know who you really are - you're the king of demons, scarier than the < Great Catastrophe > itself."
Oz,"Do you want me to kill you again, Owen?"
Owen,Fufu...... Ahaha......
Narrator,"Owen disappears, leaving behind only his laughter."
Akira,....Ah....
Oz,Do not worry. He's probably somewhere near.
Narrator,I let out a sigh of relief. I was afraid I'd chased him off after Oz went through the trouble of bringing him here. The evening breeze sends lavender clouds drifting across the sky.
Akira,"......What did you mean when you said, ""want me to kill you again""......?"
Oz,"Owen has hidden his soul. That is why, no matter how many times he dies, he will always come back to life. What did you talk about with Owen?"
Akira,......Nothing much......
Oz,Do not listen to Owen's words. They will eat away at your soul.
Akira,............
Oz,Did he curse you?
Akira,No...... He simply asked me about myself.
Oz,That is the curse. To speak of yourself to someone you have not opened your heart to - anyone would find that a painful burden to bear.
Narrator,"I feel a sense of relief at Oz's words. Because when I was talking to Owen, some part of me couldn't resist the uncertainty, hopelessness, and guilt."
Oz,......
Narrator,"Oz looks at me intently, like he has something to say. After a while, he turns his gaze towards the twilight sky."
Oz,What is your name?
Akira,Ah...... My name is Akira.
Oz,Akira.
Narrator,Oz says my name carefully.
Oz,"Do not forget your name. The greater your duty, the more easily you come to forget your name. The king, the doctor, the knight, the mother, the child. The Sage. The Northern wizards. Crushed by the weight of the titles forced upon them, they cease to be beings with names, and lose their true selves. I, too, have already forgotten the previous sage's name...."
Akira,Oz......
Oz,"But you still have your own name. Do not forget it, and do not let anyone else forget it."
Narrator,"I feel the weight carried in those words. I nod solemnly, and ask Oz."
Akira,"......Are you also thinking about Arthur, who is a wizard, and the Prince of Central?"
Oz,............
Narrator,"Oz looks stunned. He seems terribly irritated, but he also looks slightly embarrassed."
Oz,.....What are you talking about?
Akira,"You were the one who raised Arthur, right?"
Oz,Don't be foolish.
Narrator,Oz abruptly turns his face to the side.
Oz,That child possessed powerful magic. I simply picked him up to gather his stone.
Akira,Really....?
Oz,That's right. And now he has returned to his parents. ......That is all there is to it.
Akira,But.....
Oz,"Do not concern yourself with others. Take care that you do not forget my warning. If you get tired of being the Sage, you may cast aside your role. Even if you do, you will still be yourself. Do not blindly follow your role. For even if you try to abandon it, it will still follow you. Do not let trivial curses sway your heart."
Narrator,"Though Oz speaks with a strict tone, I can tell it's his way of encouraging and comforting me. I laugh and nod."
Akira,"I understand, Oz. Thank you."
Narrator,"Oz furrows his brows, turning his face away; he says the same thing he said to Arthur earlier."
Oz,There is no reason for you to thank me.
Narrator,"He looks scary, but I think Oz must be a kind person. He reminds me of the boss of the neighborhood cats, who was proud and splendid, with chubby legs. He never got attached to humans, but he was always kind to the mother cats and their kittens. I suppress my laughter at the image, and Oz looks at me with a puzzled face."
Oz,What is it......?
Narrator,(Door opens)
Vincent,"Sir Sage, Oz. So this is where you were."
Akira,You're Arthur's uncle......
Oz,.............
Vincent,I apologize for Nicholas' behavior earlier. I have a favor I'd like to ask of you two.
Akira,A favor......?
Vincent,Look to the north. There's a collapsed tower.
Akira,Ah....... That's the huge tower I saw when I arrived in this world......
Vincent,"The tower is a symbol of Central Country, but it collapsed in an earthquake this morning."
Akira,There was an earthquake?
Vincent,"It seems to have been a highly localized earthquake. There were no other damages, except for the tower and the gate nearby, which has been all but destroyed. Under normal circumstances, we would repair it ourselves. But the people fear that it is a harbinger of further misfortune to come. Could you repair it with magic? I'm sure it would go a long way towards reassuring the people if they could witness such an incredible feat with their own eyes. I've tried asking Arthur, but it proved to be beyond him. But I'm sure it's perfectly possible for one such as the legendary wizard Oz."
Oz,.............
Narrator,"Oz doesn't say anything. Perhaps he's displeased by Vincent's high-handed way of speaking. But if he can restore such an important symbol, surely it would improve the reputation of wizards in the people's eyes. I tentatively observe Oz's expression."
Akira,Oz...... I'm asking this of you as well. Could you please repair the tower?
Oz,".......If that is your wish, Sage."
Vincent,"You have my thanks. Well then, I'll show you to the tower tomorrow......"
Oz,I can do it from here.
Narrator,"Oz murmurs with exasperation, his staff already in hand."
Vincent,Right here...? You mean you're going to repair it right now...?
Oz,Do you have any objections?
Vincent,......No......
Narrator,"Without my realizing, the sky has turned a deep shade of cerulean blue. The outline of the < Great Catastrophe > is faintly visible in the sky. I suddenly recall the bizarre injuries that the < Great Catastrophe > inflicted on the wizards. Snow and White turn into a portrait at nightfall, and Cain cannot see anyone until he touches them. Shylock's heart will suddenly burst into flames. Have Oz and the Northern wizards also been inflicted with injuries from the < Great Catastrophe >?"
Narrator,(Footsteps)
Mithra,What are you doing?
Akira,Mithra....
Arthur,"Sir Oz... Sir Oz, are you going to repair the Central tower for us?"
Akira,"And Arthur...... Yes, that's right."
Mithra,Interesting. Let me watch.
Oz,Do not speak with food in your mouth.
Mithra,"This thing is really hard, you know?"
Arthur,Mithra. You don't have to eat the shells. Please spit them out.
Mithra,"Why? Do you want them? If you do, then it makes me want to eat them all the more."
Arthur,Is that so......? I hope scallop shells aren't bad for your teeth......
Mithra,They're tasting more and more like biscuits.
Oz,"Silence, both of you."
Arthur,S-sorry!
Mithra,"Wahhh, wahhhhh, waaaaaaaaah."
